Nomor laporan,Kategori,Lat,Lng,Kelurahan,Kecamatan,Kota,Provinsi,Day
1053921,Parkir Liar,-6.169098,106.853172,Utan Panjang,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1054260,Parkir Liar,-6.202904,106.841766,Menteng,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1054499,Parkir Liar,-6.179786,106.83857,Senen,Senen,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1055646,Parkir Liar,-6.201128,106.815598,Kebon Melati,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1055783,Parkir Liar,-6.189372,106.837479,Cikini,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1056358,Parkir Liar,-6.176213,106.832054,Gambir,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1056360,Parkir Liar,-6.171232,106.826866,Gambir,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1056381,Parkir Liar,-6.165228,106.817146,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1057258,Parkir Liar,-6.18639,106.815369,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1059937,Parkir Liar,-6.203767,106.801102,Petamburan,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1059968,Parkir Liar,-6.182776,106.829514,Kebon Sirih,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1060089,Parkir Liar,-6.201184,106.808586,Bendungan Hilir,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1060126,Parkir Liar,-6.202297,106.824036,Menteng,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1061269,Parkir Liar,-6.173352,106.865799,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1061338,Parkir Liar,-6.170979,106.819855,Petojo Selatan,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1061344,Parkir Liar,-6.17093,106.819839,Petojo Selatan,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1061397,Parkir Liar,-6.168308,106.838188,Pasar Baru,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1062113,Parkir Liar,-6.216421,106.79808,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1062453,Parkir Liar,-6.20671,106.805237,Bendungan Hilir,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday
1062623,Parkir Liar,-6.216472,106.798058,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday
1064351,Parkir Liar,-6.188477,106.856674,Johar Baru,Johar Baru,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday
1065131,Parkir Liar,-6.165741,106.820473,Kebon Kelapa,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1066348,Parkir Liar,-6.194237,106.849991,Paseban,Senen,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday
1066618,Parkir Liar,-6.199553,106.828102,Menteng,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1066713,Parkir Liar,-6.161948,106.844452,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1066719,Parkir Liar,-6.161992,106.844368,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1066777,Parkir Liar,-6.168229,106.841629,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1067162,Parkir Liar,-6.163228,106.832664,Pasar Baru,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday
1067588,Parkir Liar,-6.180513,106.868011,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1067841,Parkir Liar,-6.162847,106.810837,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1068885,Parkir Liar,-6.16782,106.810844,Petojo Selatan,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1069415,Parkir Liar,-6.17302,106.85437,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1070674,Parkir Liar,-6.162893,106.812599,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday
1070946,Parkir Liar,-6.188181,106.856583,Johar Baru,Johar Baru,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1071394,Parkir Liar,-6.171175,106.809555,Cideng,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1071579,Parkir Liar,-6.186998,106.811325,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1071905,Parkir Liar,-6.142841,106.840141,Gunung Sahari Utara,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1071908,Parkir Liar,-6.19725,106.823677,Menteng,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1071916,Parkir Liar,-6.19751,106.824318,Menteng,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1072052,Parkir Liar,-6.170362,106.815521,Petojo Selatan,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1072092,Parkir Liar,-6.187264,106.825966,Gondangdia,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1072637,Parkir Liar,-6.217931,106.798164,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday
1073149,Parkir Liar,-6.157454,106.866493,Serdang,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday
1073151,Parkir Liar,-6.155051,106.861626,Serdang,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday
1073632,Parkir Liar,-6.155052,106.861794,Serdang,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday
1073638,Parkir Liar,-6.171963,106.853004,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday
1073639,Parkir Liar,-6.171968,106.85379,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday
1073640,Parkir Liar,-6.173995,106.856293,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday
1073644,Parkir Liar,-6.172997,106.854294,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday
1074072,Parkir Liar,-6.182839,106.869072,Cempaka Putih Barat,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1074160,Parkir Liar,-6.193786,106.82859,Gondangdia,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1074246,Parkir Liar,-6.183035,106.829727,Kebon Sirih,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1074370,Parkir Liar,-6.173819,106.856667,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1075841,Parkir Liar,-6.164624,106.813148,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1077274,Parkir Liar,-6.173915,106.85434,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1077275,Parkir Liar,-6.173051,106.854309,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1077276,Parkir Liar,-6.172159,106.854301,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1077277,Parkir Liar,-6.171984,106.853912,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1077278,Parkir Liar,-6.171996,106.852615,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1077288,Parkir Liar,-6.155294,106.860085,Serdang,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1077289,Parkir Liar,-6.155138,106.861015,Serdang,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1077291,Parkir Liar,-6.155429,106.863106,Serdang,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1077294,Parkir Liar,-6.155114,106.861229,Serdang,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1077348,Parkir Liar,-6.163274,106.82402,Kebon Kelapa,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1077441,Parkir Liar,-6.199763,106.840263,Menteng,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1077447,Parkir Liar,-6.199749,106.828873,Menteng,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1078254,Parkir Liar,-6.17429,106.856926,Galur,Johar Baru,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1079179,Parkir Liar,-6.125937,106.810989,Mangga Dua Selatan,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday
1079224,Parkir Liar,-6.148901,106.832932,Kartini,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday
1079462,Parkir Liar,-6.183736,106.823181,Kebon Sirih,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1079625,Parkir Liar,-6.193058,106.861519,Rawasari,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1080011,Parkir Liar,-6.156137,106.858002,Serdang,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday
1080146,Parkir Liar,-6.197338,106.8564,Paseban,Senen,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday
1080492,Parkir Liar,-6.170608,106.871368,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1080519,Parkir Liar,-6.192936,106.861595,Rawasari,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1080570,Parkir Liar,-6.200724,106.847168,Pegangsaan,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1080750,Parkir Liar,-6.183209,106.833336,Kebon Sirih,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1080768,Parkir Liar,-6.169585,106.818138,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1081198,Parkir Liar,-6.186902,106.866402,Rawasari,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday
1081577,Parkir Liar,-6.17554,106.859825,Cempaka Putih Barat,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1081816,Parkir Liar,-6.173907,106.854309,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1082115,Parkir Liar,-6.176422,106.872002,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1082562,Parkir Liar,-6.162384,106.843201,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1082564,Parkir Liar,-6.162286,106.84346,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1083209,Parkir Liar,-6.16234,106.812347,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday
1083421,Parkir Liar,-6.176139,106.86132,Cempaka Putih Barat,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1083433,Parkir Liar,-6.175579,106.859787,Cempaka Putih Barat,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1083497,Parkir Liar,-6.163878,106.812767,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1083529,Parkir Liar,-6.194839,106.822449,Menteng,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1086234,Parkir Liar,-6.16227,106.812309,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday
1086642,Parkir Liar,-6.185477,106.815742,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1087194,Parkir Liar,-6.161889,106.844391,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1087558,Parkir Liar,-6.161404,106.846161,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1087927,Parkir Liar,-6.203574,106.801216,Petamburan,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1088278,Parkir Liar,-6.185331,106.832115,Kebon Sirih,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1088300,Parkir Liar,-6.186988,106.856361,Johar Baru,Johar Baru,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1088457,Parkir Liar,-6.175581,106.859795,Cempaka Putih Barat,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1088459,Parkir Liar,-6.175733,106.859726,Cempaka Putih Barat,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1088462,Parkir Liar,-6.170215,106.87027,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1088826,Parkir Liar,-6.169923,106.839134,Pasar Baru,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday
1090170,Parkir Liar,-6.186308,106.829224,Kebon Sirih,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday
1090265,Parkir Liar,-6.209439,106.812057,Bendungan Hilir,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday
1090493,Parkir Liar,-6.169972,106.870667,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1090621,Parkir Liar,-6.171995,106.852478,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1090623,Parkir Liar,-6.171981,106.853058,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1090625,Parkir Liar,-6.173636,106.854279,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1090890,Parkir Liar,-6.178416,106.844635,Kramat,Senen,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday
1092761,Parkir Liar,-6.171198,106.809753,Cideng,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1092764,Parkir Liar,-6.171464,106.80925,Cideng,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1093044,Parkir Liar,-6.170831,106.81266,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday
1093153,Parkir Liar,-6.173737,106.857521,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday
1093927,Parkir Liar,-6.163985,106.820511,Kebon Kelapa,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday
1094182,Parkir Liar,-6.169214,106.80825,Cideng,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1094871,Parkir Liar,-6.183611,106.8125,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday
1095738,Parkir Liar,-6.203988,106.849281,Pegangsaan,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1095787,Parkir Liar,-6.199903,106.842033,Menteng,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1098145,Parkir Liar,-6.161139,106.809853,Duri Pulo,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday
1100624,Parkir Liar,-6.186362,106.830528,Kebon Sirih,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1101522,Parkir Liar,-6.165012,106.808182,Duri Pulo,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
1102337,Parkir Liar,-6.195336,106.843155,Cikini,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1103153,Parkir Liar,-6.154882,106.836472,Gunung Sahari Utara,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1103231,Parkir Liar,-6.183299,106.825867,Kebon Sirih,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1103444,Parkir Liar,-6.159034,106.869598,Sumur Batu,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday
1103782,Parkir Liar,-6.17197,106.872452,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1104646,Parkir Liar,-6.198596,106.854156,Paseban,Senen,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday
1105329,Parkir Liar,-6.202561,106.824539,Menteng,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1105827,Parkir Liar,-6.174271,106.849602,Bungur,Senen,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday
1105946,Parkir Liar,-6.167378,106.814003,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday
1105950,Parkir Liar,-6.1671,106.813736,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday
1105966,Parkir Liar,-6.177789,106.831161,Gambir,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday
1106255,Parkir Liar,-6.188648,106.846046,Kenari,Senen,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday
1106944,Parkir Liar,-6.169178,106.877136,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday
1107521,Parkir Liar,-6.14826,106.837494,Gunung Sahari Utara,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday
1055779,Pelanggaran,-6.174,106.83036,Gambir,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday
1071027,Pelanggaran,-6.205341,106.821884,Karet Tengsin,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1080557,Pelanggaran,-6.168253,106.841248,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1087535,Pelanggaran,-6.163094,106.840752,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1089516,Pelanggaran,-6.166669,106.875938,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday
1089518,Pelanggaran,-6.166289,106.876991,Sumur Batu,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday
1090230,Pelanggaran,-6.195765,106.814362,Kebon Melati,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday
1103025,Pelanggaran,-6.185311,106.81076,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday
1104126,Pelanggaran,-6.215053,106.819534,Bendungan Hilir,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday
9.61E+17,Pelanggaran,-6.17214249,106.8637155,,,,,Sunday
9.61E+17,Pelanggaran,-6.17412649,106.855068,,,,,Monday
9.61E+17,Pelanggaran,-6.17538514,106.8458219,,,,,Tuesday
9.59E+17,Pelanggaran,-6.17746368,106.8438599,,,,,Wednesday
9.59E+17,Pelanggaran,-6.18113296,106.8377166,,,,,Thursday
9.58E+17,Pelanggaran,-6.16968472,106.8672462,,,,,Friday
9.57E+17,Pelanggaran,-6.16708828,106.8754289,,,,,Saturday
9.57E+17,Pelanggaran,-6.19765438,106.814577,,,,,Sunday
9.56E+17,Pelanggaran,-6.20200614,106.8160361,,,,,Monday
9.56E+17,Pelanggaran,-6.1914623,106.8146292,,,,,Tuesday
9.54E+17,Pelanggaran,-6.20676978,106.8172154,,,,,Wednesday
9.54E+17,Pelanggaran,-6.20604577,106.8165287,,,,,Thursday
9.53E+17,Pelanggaran,-6.1983175,106.8163698,,,,,Friday
9.53E+17,Pelanggaran,-6.20290151,106.8162283,,,,,Saturday
9.52E+17,Pelanggaran,-6.21830884,106.8196986,,,,,Sunday
9.52E+17,Pelanggaran,-6.21689531,106.8187319,,,,,Monday
9.51E+17,Pelanggaran,-6.15266783,106.8435322,,,,,Tuesday
9.51E+17,Pelanggaran,-6.14985798,106.8403945,,,,,Wednesday
9.49E+17,Pelanggaran,-6.1480381,106.8370676,,,,,Thursday
9.48E+17,Pelanggaran,-6.14664171,106.8357694,,,,,Friday
9.48E+17,Pelanggaran,-6.15133285,106.8425295,,,,,Saturday
9.47E+17,Pelanggaran,-6.15606855,106.8490967,,,,,Sunday
9.44E+17,Pelanggaran,-6.15679391,106.8469402,,,,,Monday
9.44E+17,Pelanggaran,-6.15768993,106.8413745,,,,,Tuesday
9.44E+17,Pelanggaran,-6.15788118,106.8406779,,,,,Wednesday
9.44E+17,Pelanggaran,-6.15995467,106.83633,,,,,Thursday
9.44E+17,Pelanggaran,-6.16222822,106.8306871,,,,,Friday
9.43E+17,Pelanggaran,-6.16030257,106.8342171,,,,,Saturday
9.41E+17,Pelanggaran,-6.15725827,106.8427328,,,,,Sunday
9.40E+17,Pelanggaran,-6.15881155,106.839191,,,,,Monday
9.39E+17,Pelanggaran,-6.15716115,106.8368521,,,,,Tuesday
9.34E+17,Pelanggaran,-6.16194215,106.8380967,,,,,Wednesday
9.33E+17,Pelanggaran,-6.16339162,106.8378299,,,,,Thursday
9.33E+17,Pelanggaran,-6.15846998,106.8366163,,,,,Friday
9.32E+17,Pelanggaran,-6.15670993,106.8369918,,,,,Saturday
9.31E+17,Pelanggaran,-6.17639982,106.8666441,,,,,Sunday
9.31E+17,Pelanggaran,-6.17614382,106.8646378,,,,,Monday
9.30E+17,Pelanggaran,-6.17625049,106.8601639,,,,,Tuesday
9.30E+17,Pelanggaran,-6.17627182,106.8630392,,,,,Wednesday
9.29E+17,Pelanggaran,-6.17646067,106.8739718,,,,,Thursday
9.29E+17,Pelanggaran,-6.17634333,106.8719548,,,,,Friday
9.29E+17,Pelanggaran,-6.17687666,106.8750125,,,,,Saturday
9.29E+17,Pelanggaran,-6.15901546,106.8699492,,,,,Sunday
9.29E+17,Pelanggaran,-6.15616612,106.8648959,,,,,Monday
9.28E+17,Pelanggaran,-6.16036654,106.8724511,,,,,Tuesday
9.28E+17,Pelanggaran,-6.16304392,106.8766461,,,,,Wednesday
9.28E+17,Pelanggaran,-6.16341726,106.8791888,,,,,Thursday
9.28E+17,Pelanggaran,-6.16331059,106.8760345,,,,,Friday
9.28E+17,Pelanggaran,-6.15459442,106.8614128,,,,,Saturday
9.28E+17,Pelanggaran,-6.2021638,106.8234845,,,,,Sunday
9.26E+17,Pelanggaran,-6.20246245,106.8244501,,,,,Monday
9.25E+17,Pelanggaran,-6.2026971,106.8254586,,,,,Tuesday
9.25E+17,Pelanggaran,-6.20301708,106.8269714,,,,,Wednesday
9.23E+17,Pelanggaran,-6.20009459,106.8303437,,,,,Thursday
9.23E+17,Pelanggaran,-6.20284643,106.8254728,,,,,Friday
9.23E+17,Pelanggaran,-6.20349706,106.8291206,,,,,Saturday
9.22E+17,Pelanggaran,-6.20126311,106.8235202,,,,,Sunday
9.21E+17,Pelanggaran,-6.20138044,106.8232841,,,,,Monday
9.21E+17,Pelanggaran,-6.16530298,106.812231,,,,,Tuesday
9.21E+17,Pelanggaran,-6.16574031,106.802575,,,,,Wednesday
9.21E+17,Pelanggaran,-6.16642299,106.8044847,,,,,Thursday
9.19E+17,Pelanggaran,-6.1647163,106.8180128,,,,,Friday
9.17E+17,Pelanggaran,-6.16546298,106.8165751,,,,,Saturday
9.16E+17,Pelanggaran,-6.16593232,106.810205,,,,,Sunday
9.15E+17,Pelanggaran,-6.17124434,106.8120074,,,,,Monday
